1800208b0	espclient_rs::rule::filesystem::FsSetEaConfig::new	undefined __fastcall new(undefined8 * param_1, undefined8 * param_2, undefined8 param_3, undefined1 * param_4)
180020a70	espclient_rs::rule::filesystem::FoCreateConfig::try_as_ffi	undefined __fastcall try_as_ffi(int * param_1, longlong param_2)
180021080	espclient_rs::rule::filesystem::FoCreateConfig::new	undefined __fastcall new(undefined8 * param_1, undefined8 * param_2, undefined8 param_3, undefined1 * param_4)
180021a00	espclient_rs::rule::filesystem::FoCleanupConfig::try_as_ffi	undefined __fastcall try_as_ffi(longlong * param_1, longlong param_2)
180021ad0	espclient_rs::rule::filesystem::FsFileLockConfig::try_as_ffi	undefined __fastcall try_as_ffi(longlong * param_1, longlong param_2)
180021e40	espclient_rs::rule::filesystem::FsFileLockConfig::new	undefined __fastcall new(undefined8 * param_1, undefined8 * param_2, undefined8 param_3, undefined1 * param_4)
180022280	espclient_rs::rule::filesystem::PipeCreateConfig::try_as_ffi	undefined __fastcall try_as_ffi(uint * param_1, longlong param_2)
1800227d0	espclient_rs::rule::filesystem::PipeCreateConfig::new	undefined __fastcall new(undefined8 * param_1, undefined8 * param_2, undefined8 param_3, undefined1 * param_4)
180022e20	espclient_rs::rule::filesystem::FsFileFsctlConfig::try_as_ffi	undefined __fastcall try_as_ffi(int * param_1, longlong param_2)
1800230c0	espclient_rs::rule::filesystem::FsFileFsctlConfig::new	undefined __fastcall new(undefined8 * param_1, undefined8 * param_2, undefined8 param_3, undefined1 * param_4)
1800233a0	espclient_rs::rule::filesystem::VolumeFsctlConfig::try_as_ffi	undefined __fastcall try_as_ffi(int * param_1, longlong param_2)
180023750	espclient_rs::rule::filesystem::VolumeFsctlConfig::new	undefined __fastcall new(undefined8 * param_1, undefined8 * param_2, undefined8 param_3, undefined1 * param_4)
180023b00	espclient_rs::rule::filesystem::VolumeMountConfig::try_as_ffi	undefined __fastcall try_as_ffi(longlong * param_1, longlong param_2)
180023d90	espclient_rs::rule::filesystem::VolumeMountConfig::new	undefined __fastcall new(undefined8 * param_1, undefined8 * param_2, undefined8 param_3, undefined1 * param_4)
180023ff0	espclient_rs::rule::filesystem::FsFileUnlockConfig::try_as_ffi	undefined __fastcall try_as_ffi(longlong * param_1, longlong param_2)
180024300	espclient_rs::rule::filesystem::FsFileUnlockConfig::new	undefined __fastcall new(undefined8 * param_1, undefined8 * param_2, undefined8 param_3, undefined1 * param_4)
180024670	espclient_rs::rule::filesystem::MailslotCreateConfig::try_as_ffi	undefined __fastcall try_as_ffi(int * param_1, longlong param_2)
180024af0	espclient_rs::rule::filesystem::MailslotCreateConfig::new	undefined __fastcall new(undefined8 * param_1, undefined8 * param_2, undefined8 param_3, undefined1 * param_4)
180024fc0	espclient_rs::rule::filesystem::FsFileQueryOpenConfig::try_as_ffi	undefined __fastcall try_as_ffi(int * param_1, longlong param_2)
1800251b0	espclient_rs::rule::filesystem::FsFileQueryOpenConfig::new	undefined __fastcall new(undefined8 * param_1, undefined8 * param_2, undefined8 param_3, undefined1 * param_4)
1800253b0	espclient_rs::rule::filesystem::FsSetFileSecurityConfig::try_as_ffi	undefined __fastcall try_as_ffi(int * param_1, longlong param_2)
1800255c0	espclient_rs::rule::filesystem::FsSetFileSecurityConfig::new	undefined __fastcall new(undefined8 * param_1, undefined8 * param_2, undefined8 param_3, undefined1 * param_4)
180025800	espclient_rs::rule::filesystem::FsFileCreateSectionConfig::try_as_ffi	undefined __fastcall try_as_ffi(int * param_1, longlong param_2)
180025a70	espclient_rs::rule::filesystem::FsFileCreateSectionConfig::new	undefined __fastcall new(undefined8 * param_1, undefined8 * param_2, undefined8 param_3, undefined1 * param_4)
180025d10	espclient_rs::rule::filesystem::FsSetFileInformationConfig::try_as_ffi	undefined __fastcall try_as_ffi(longlong * param_1, longlong param_2)
180026200	espclient_rs::rule::filesystem::FsSetFileInformationConfig::new	undefined __fastcall new(undefined8 * param_1, undefined8 * param_2, undefined8 param_3, undefined1 * param_4)
180026700	espclient_rs::rule::filesystem::KtmTransactionCommitConfig::try_as_ffi	undefined __fastcall try_as_ffi(undefined8 * param_1, longlong param_2)
